text,sentiment,result
"RT @MarketCurrents: $FB - Buy the dips in Facebook, says MKM bull https://t.co/0EHauoV4AR",positive,neutral
RT @permanentcap: Google/Alphabet $GOOG almost literally lights their cash on fire (other bets) to hide the profitability of the search bus…,positive,positive
"Dow futures up 190 points after blue-chip index rallies back above 25,000 ⁦@CNBC⁩ #Dow #futures #stocks #investing #markets  https://t.co/kjekBzL3AR",positive,neutral
"RT @TicTocTick: RTH Plan June 10th: 

What are traders watching 🤔 tomorrow? 

🏹 we watching 3180 (now 3225)

🏹 IMO 3180 can be revisited, b…",neutral,neutral
"RT @Lakshmi_888: #SPX $SPX $ES_F $SPY #DOW $YM $NQ #NQ $RUT $DIA #DAX #FTSE #Harmonic #Charts #trading

$SPX update https://t.co/3qmAg34h5c",positive,neutral
Track news with various time frames for $DJIA under one watchlist $CVX $BA $IBM https://t.co/8zP8MKc2dK https://t.co/KzcvbztalN,neutral,neutral
"May 29 Friday, $PEP LOW is $130.91 and hit Bearish target $131.11🤙",negative,neutral
RT @i_Know_First: Beat Stock Market With AI in Corona Times: Top 20 Stocks For This Week ☆ Oil Forecast: Is It The Right Time to Buy? Guide…,positive,neutral
RT @MommasOptions: I continue to add to my core long dated positions on dips. $LMT $DPZ $AAPL $AMZN $ROKU $DIS $BA $SHOP $DAL $AAL. With th…,positive,neutral
"Ready to try the crypto “Pi network."" Stanford University PhD graduates made the first phone app that mines currency absolutely free. Because it is beta you need a member to invite. Use code (xcsresources) $nkla $tsla $gnus $xspa $amzn $idex $mark $svte $mvis $ne $idex",positive,neutral
"What I'm following this week mostly in order:
$SPY
$BA
$NVS / $INCY
$SPCE
$PENN
$GILD
$MRNA
$WYNN
$LMT
$ZM
$AMZN
$TSLA",neutral,neutral
"Trump Was Behind On Jobs Goals Before The Virus Leading Me To Wonder If He's Behind The Virus.
$aapl $amzn $agn $brk $bhc $ba $cat $f $ge $gm $hlf $iep $crm $cmg $googl $jnj $wfc $bac $ms $gs $jpm $c $cs $msft $nflx $fb $tst $qsr $hd $tsla $ko $ibm $pep $mnst $cat $unh  $pfe $cpe https://t.co/J0B4ajXo61 https://t.co/ias9PCpcfc",positive,positive
$AMZN left 3 sets of singles behind today,neutral,neutral
"S&amp;P 500 | $SPX | $SPX500 $USD

SPX CORRECTIVE WAVE C

Long or short it with BTC on Trade8: https://t.co/MIe9xn4UCg https://t.co/MynXzOcXHI",neutral,neutral
$INTC give me a $56 range retest so we can “maybe” go $52s 😁 #Stocks #OptionsTrading https://t.co/ghX9LNm0HY,neutral,neutral
"#US100 hit 2nd target!✅ 125+ Pips🔥🔥 1250USD Amazing profit 🔥🔥

For more Free signals : https://t.co/ZCdNurWdYg

#stocks #EURUSD #forextrading $ETH #XAUUSD #AAPL #GBPUSD #forexsignal #USOIL #Forex $BTC #FB #fx $BTC #CRYPTO 833234588 https://t.co/1C1NKUXtjN",positive,neutral
$1.12 Billion in Sales Expected for Silgan Holdings Inc. $SLGN This Quarter https://t.co/BDYcir1n0d #stocks,neutral,neutral
#NOME?,neutral,neutral
"June 25 Thursday, $AAPL HIGH is $363.38 and hit Bullish target $362.98🤙",positive,neutral
"$FB testing my patience this morning  Stuck with the @trickmitch1 #TrickTrades morning plan off the levels 
and took my green 
Simplify folks #DayTrading",negative,neutral
RT @michael_venuto: The Bank of Japan owns nearly 80% of all ETF assets in the country. #stocks #markets #economy #investing #financialserv…,positive,neutral
"I got $AAPL at $336 triangle. Up 60%.

I am NOT your #Guru.",positive,neutral
RT @JP30361625: Word on the street has $DECN making a significant move on Monday! Proud to be an early supporter of this company! Stay tune…,positive,neutral
Why I'd still rather Short Bitcoin | Cryptosomniac rebranded to The Alpha Trades https://t.co/ETKs5kzNXZ @the_alphatrades #thealphatrades #alphatrades #trading #crypto #cryptocurrency #markets #finance #investing #sp500 #equities #sp500futures #minifutures #wallstreet,neutral,neutral
"RT @i_Know_First: Stocks to Buy Based on Algo Trading: Returns up to 112.0% in 7 Days https://t.co/WFRfFreUdp

$DPW $ENT $QEP $ELGX $GTE $N…",positive,neutral
"Vetr users have upgraded https://t.co/WkaxsQ7i5z, Inc. to a HOLD Rating (3 stars), giving $AMZN a target price of $2288.05 https://t.co/rwVhF9BRHJ",positive,neutral
"RT @InvestorIdeas: 📣 New Podcast! ""Investor Ideas Potcasts, #Cannabis News and #Stocks on the Move; Episode 398 - (TSX: FAF) (OTCQX: FFLWF)…",neutral,neutral
"Aequitas Research - Genetron (泛生子) Pre-IPO - Expertise to be proven outside brain tumor: Genetron, a China-based precision oncology company, plans to raise up to USD 100 million to list in the US. Genetron was founded by Dr Yan, a… https://t.co/xAPmwS46jX #equity #stocks",negative,neutral
$CFG #Citizens Financial Group ... Wedbush Morning Call - Jun 26 2020 6:57AM: | https://t.co/jZGjitclUo #equity #stocks,neutral,neutral
"RT @leadlagreport: Little rant here. 

People call the VIX the ""fear index.""

Volatility isn't fear.

Volatility is doubt.

It's doubt abou…",negative,negative
"From the makers of the MP3 codec… imagine the reduction in streaming costs for #NFLX, $AKAM, $GOOG, etc. https://t.co/HNP2Z2sJCf",neutral,neutral
"$tvix $uvxy $vxx $vix 

Watching $spx 2800 ⬅️ under = omffffg sell sell sell this market",negative,neutral
"RT @Coolfundoo: STAR Stocks &amp; My Screening Techniques 

Data as of 11Jun2020

8🌟Stocks 

@Coolfundoo Screeners Techniques = Screener Names…",neutral,neutral
"RT @The_Real_Fly: PORTNOY FINISHED SESSION ""ALL IN ON DISNEY"" $DIS",neutral,neutral
50 DMA Resistance today: $VZ ... https://t.co/mnYaiRq1wk,neutral,neutral
I must be the only person who looks at these esoteric VIX products because I feel like this should be getting a lot more attention. CBOE Equity VIX on $AMZN is back to mid March highs. In that same time the stock is up 90%. $VXAZN https://t.co/g7geHzVGEQ,positive,neutral
"RT @IliketotweettoU: Ouch. Expect More Dividend Cuts From Other ""Safe Investments"" 

$aapl $amzn $abbv $brk $bac $bhc $crm $cmg $msft $fb $…",neutral,neutral
"RT @Aleksomate: Crucial trendline (resistance) has been targeted on Dow Jones 30. 

This is it; new all time highs, or resume of crash?

$S…",negative,negative
"ExlService Holdings, Inc. $EXLS Short Interest Up 57.5% in April https://t.co/WoJVe37Wu2 #stocks",positive,neutral
"RT @Investingcom: *BREAKING:

*FACEBOOK SHARES TUMBLE 8% AMID ADS BOYCOTT

$FB https://t.co/2fTlsYo3l2",negative,negative
"Weak Liquidity for the start of day see market thoughts on that and $XOP and $DRIP to $7 ? . $USO $OIH $CL $IWM $RTY $XLE $DRIP $GUSH $ERY $ERX $SPY $SPX #IrresponsibleFedPolicy 
@CNBCFastMoney
@CNBC @wsjournal
@MarketWatch
 @BBCBreaking
@YahooNews
@TheTodayShow
@CNN https://t.co/K1aO6Q30dI",negative,negative
RT @leadlagreport: These are the long-term valuations of several asset classes around the world. #stocks #markets #economy #investing #fina…,positive,neutral
$IPHI - Inphi's (IPHI) CEO Ford Tamer on Q1 2020 Results - Earnings Call Transcript. https://t.co/AVIx2P5nbC #stocks #business #investing,positive,neutral
"We're still looking for someone else who can beat our performances!
Try free for 7 days https://t.co/7sAfbFrPQS
$ZTS
Signal: ** BUY **
Since: 2020-04-06 
Our performance: % 1.55
https://t.co/I9E5whEyqp
#trading
#stocks
#stockstowatch
#stockstotrade
$SPX https://t.co/H4utjJEVM0",positive,neutral
Consumer Cyclical #Stocks Moving In Thursday's Pre-Market Session: $DPZ $JCP $LITB $MLCO $NLS $SNBR $WYNN #MarketUpdate https://t.co/x5WgNpoDDB,neutral,neutral
"@AOTtrades $HD please, looks poised for breakout",positive,neutral
"RT @PaikCapital: 2 hour dev project inspired by @CJ_Johnson17th. 

Might turn this into a nice web app with more sophisticated features!

C…",positive,neutral
RT @DylanByers: $FB up 5%,positive,neutral
"RT @DreadBong0: A Deep Dive on the Data-focused @Vectorspace_AI

👉 https://t.co/7MLTR4r1L4

✅ How to buy $VXV

✅ Team background &amp; TR

✅ Pr…",neutral,neutral
"RT @carlquintanilla: * JPMORGAN CHASE &amp; CO TELLS EMPLOYEES IT IS DEVELOPING STRATEGY TO RETURN EMPLOYEES TO WORK -MEMO

* JPMORGAN HAS NOT…",neutral,neutral
+$368 - $AMZN $BA - In premarket ! saw that $AMZN received a huge upgrade from Needham. I was looking for a long once the morning profit taking took place. I entered and sold when I was happy with profits. I’ve been… https://t.co/xnpIdMPiTN,positive,positive
"RT @LNGeconomist: DO NOT CHASE INTO QUARTER END
DO NOT CHASE INTO QUARTER END
DO NOT CHASE INTO QUARTER END
DO NOT CHASE INTO QUARTER END
D…",neutral,neutral
RT @quakes99: Resource Maven on #Uranium: Why The Bull Is Building &amp; How To Position 🐂⚛️⛏️ Gwen @miningmavengwen leads a discussion with Sc…,neutral,neutral
"RT @AdamMancini4: Many signs the $SPX rally is tiring: up 30% with only one 8% dip, RSI(5) back at February levels and now setting divergen…",positive,neutral
"@phoenixvalue Vision into the future [5G] tells me, $QCOM &amp; $T could easily make it here!",positive,positive
RT @vitaliyk: Microsoft was a great company in 1999.  $MSFT was still a great company in 2017 - it would take you 18 years for you to break…,positive,positive
"News Alert: FSD Pharma -Applying for an I.N.D. for its compound to Treat COVID-19 Patients $HUGE

https://t.co/gMuscqItVQ 

$AZN $CASBF $GSK $INO $JNJ $MRK $MRNA $NVAX $PFE $SAN

#astrazeneca #GSK #INO #JNJ #Merck #moderna #Novavax #Pfizer #sanofi #nasdaq #biontech",positive,neutral
"$SPX Held back by a diagonal.

Still a bearish chart BTW - it could make new highs and the large wedge can still play out.

#SPX #SP500 #ES_F https://t.co/0fjBgW45AN",negative,neutral
@BarclaysIB $SPX Put/Call Ratio via @TheTerminal https://t.co/5egaN0YV47,neutral,neutral
"RT @LMT978: $INTC projected declining EPS for 2nd Q, loses some $AAPL business, the stock rallies 5% off the open &amp; closes higher on the da…",negative,negative
Never seen a chart screaming BUY like $MSFT https://t.co/cqTC6zw38n,positive,neutral
"Sensex, Nifty lose early gains
#Nifty #Sensex #nifty50 #NIFTYFUTURE #StockMarket #stockstowatch #markets #Sharemarket #coronavirus #CoronavirusOutbreak @stoktalk_ #BSE #NSE  #Stock2020 #StocksToTrade #Bears #stocks 
https://t.co/SYu6iXMhwO",negative,negative
$MSFT are you okay? https://t.co/vNIBpzbbpW,negative,neutral
Read alot of people shorting $GOOG into earnings wonder if they have the grapes to explain themselves.,negative,neutral
"RT @merryjoportell: #BreakingNews
Israeli Hospital to Begin Treating #Coronavirus Patients with Cannabis.

#COVID19 #COVID2019 #cdc #Chines…",neutral,neutral
"Best stocks to buy

#stocks #stock #market #investment
https://t.co/GVfyqB8OKe https://t.co/67Vibk2qEZ",positive,positive
RT @The_Real_Fly: MORE CLOWN WORLD: APPLE FREEZES BROWSE FEATURE ON MUSIC AND REPLACES WITH NOTICE AND CUSTOM PLAYLIST. THE LAST SONG IS “F…,negative,neutral
"🔴🔴 Why Circuit Filters not Applicable on Derivatives Stocks? 👇👇 
https://t.co/drUbUKshaY

@nitinbhatia121 #StockMarket #Trading #Stocks #TechnicalAnalysis #Equity #YouTube #SwingTrading #NIFTY #ShareMarket #stockstowatch #StocksToTrade #StockMarketCrash2020 #stockmarketcrash https://t.co/K1a8AdqHyO",neutral,neutral
"Bullish setups patterns/consolidations I'm personally watching to enter long 
$EROS
$SBUX
$COTY
$NXPI
$UNH
$PLAY
$BYND
$NCLH
$FIS
$SABR
$RCL",positive,neutral
RT @MDTrades12: At this rate if everyone bans $FB it will be at aTHs,negative,negative
"$TIF Tiffany Option Alert: Jan 15 $90 Puts at the Bid: 1500 @ $6.0 vs 7917 OI; Earnings 6/16 Before Open [est] Ref=$114.0 [6/3/2020, 2:50:13 PM] [+$500k Sweeps Above Midpoint] Other Sweeps on: $FEYE $ALT $MGM $CSTM $V $CHEF $CLF $PPC $BABA $RDFN $NKE $ESPR",neutral,neutral
$BA $EADSY - Qatar Airways Threatens Boeing And Airbus. https://t.co/e6z3xkhcuz #business #stockmarket #stocks,negative,negative
"RT @syinvesting: #RNA therapeutics are hot.

$AZN / Accent (Jun '20): https://t.co/kpqB0Fw6GL

$MRK / Skyhawk (May '20): https://t.co/bXoJL…",neutral,neutral
"TOP TEN Stocks
Result after 29 years : 100'000 became 1'900'551
The unique and solid TOP TEN is only in the stock letter. Get the full insight https://t.co/QOVYdc6R0q
#stocks #StockMarket #stocktips",positive,neutral
"Stocks were basically flat for a LONG time during the Bush years and did not begin to recover fully from Dot Com until well into Obama's first term. 2800 could be fair valuation indefinitely. 

#covid19 

$SPX

https://t.co/SWcabvBzOB https://t.co/pk4QNzuoYs",positive,neutral
Weekly Outlook 2020 Apr 27-May 1 (No LIVE Sports - No Problem; SELL in M... https://t.co/rb36rvHopQ via @YouTube #FOREX #STOCKS #REVIEW,negative,negative
#KOTAKBANK drifting 1299. Reco at 1334 #Bse #Nse #nifty #banknifty #hedgefunds #fundmanagers #stocks #equity #trading #Traders #stockstowatch  #StockMarketindia #MarketScreener #Charts #technicalanalysis #elliottwaves  #OptionsTrading #markets #ETFs #ETF #index #algotrading https://t.co/Fv05QTLsbL,neutral,neutral
@SatoshiFlipper $SPX dumping is what could go wrong.,negative,negative
RT @CyclesFan: $SPX provided clarity today with the close below the 20 day MA after failing to break above 3155 on Tuesday. It's now likely…,negative,negative
"RT @Lakshmi_888: #Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $RUT #DAX #FTSE $NQ #NQ $qqq

$Nasdaq has hit the abs…",neutral,neutral
$spy $spx gonna roll out a June PT list tomorrow/maybe tonight,neutral,neutral
"RT @jmllubber: @kerberos007 They also bought $AMD and $INTC incredibly hard, took them to YTD and ATH
Those 2 semi names got beaten hard to…",negative,positive
DA Davidson Downgrades First Bancorp $FBNC to Neutral https://t.co/BI5VmT7SuN #stocks,negative,negative
"Ranked by Mkt cap, they’d be in the $SPX top 25... https://t.co/Zw8wGNqCoL",positive,neutral
"$SPX $SPY

Nice coil break to the upside...    measures recent highs https://t.co/Ra9zHrmYIw",positive,negative
"Watch list names have been posted today. 

12 in total. I added more than usual to accommodate for different account sizes. Also some stocks work better for #options vs #stocks. Pick the set ups that look most interesting to you.

Stay Humble, Stay Hungry.
Trade like an Assassin. https://t.co/sgDgxgsKUj",positive,positive
"RT @realstock100: #SHI. Double bottom in, at all time lows and building industry back in business, grab yourself a bargain. Just confirmed…",negative,neutral
7 1/2 Weeks https://t.co/4ndC4oguzJ $SPX $SPY #ES_F,neutral,neutral
"$SPX is correcting cycle from the 3401.6 peak, it can see more short term strength before turn happens. Find more at https://t.co/qMiVjC7Ewp #elliottwave  #trading #SPX",positive,negative
"RT @facts_tesla: On $TSLA's 10-year anniversary as a public company, its market cap nearly caught Exxon-Mobil's, which was 123 times bigger…",neutral,neutral
The best thing abo it the stock market is prices rise and fall when the retail investor can’t touch it...GILD and Moderna will be priced in before premarket and the big boys got their share $SPX $SPY #DowJones,positive,positive
"When we see leaders 

$MSFT $AMZN keep hitting new ATHs

$AAPL near ATH
$NFLX ATH 
... $NVDA   ATH 

what does it mean???

BTD BTD BTD mrkt !",negative,neutral
Flush ALREADY! 😊 $SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #STOCKMARKET $ZM $MA #STONKS #STOCKSTOWATCH #PENNYSTOCKS https://t.co/gJDSaHNzdE,neutral,neutral
"Some other names I will be watching like a hawk ⬇
$ZTO
$RNG
$SGEN
$BABA
$FNV
$MSFT
$NVDA
$QDEL
$CHWY

#StocksToTrade #stockstowatch #MarketofStocks #qqq #spy #spx https://t.co/wdr1Z4DxX7",neutral,neutral
RT @kpak82: $SPX If trading was easy as going long on a golden cross... https://t.co/zHI8QfG6aA,positive,positive
RT @AnthonyQuintano: This is Facebook stock right now $FB https://t.co/O4JubFiEA0,neutral,neutral
"$W Wayfair red and my favorite risk reward short 
Generates negative free cash flow
Went from $2 billion market cap pre pandemic to $21 billion now
$AMZN is 1 click away from destroying their biz model and some pretty creepy allegations about $W on social media",neutral,negative
